X,Y,objectid,codigo_via,pr,distanciap,nombre,administra,territoria,latsig,longsig,cat_1,cat_4,cat_5,cat_6,cat_7,link_foto,sector,cat_2,cat_3,ruleid
-72.169319810484083,4.351343059785918,104,4008,0,0,YUCAO,CONCESION ANI,META,4.35134306,-72.16931981,11800,31300,46500,61300,70100,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Puerto López - Puerto Gaitán,23500,18700,2
-74.03148118243071,4.855360192510847,105,45A04,0,0,TELETÓN,CONCESION ANI,CUNDINAMARCA,4.85536019,-74.03148118,8100,20300,30800,39800,44000,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Bogotá - Ubaté,13900,8900,2
-75.243039627756886,6.124607097966643,106,6005,0,0,COCORNÁ,CONCESION ANI,ANTIOQUIA,6.1246071,-75.24303963,11000,19200,38500,52300,55000,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Santuario - Cruce Ruta 45 (Caño Alegre),17100,15400,2
-77.284452435887786,1.425456082356924,107,2502,0,0,CANO,INVIAS,NARIÑO,1.42545608,-77.28445244,9300,0,0,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,San Juan de Pasto - Cano,10000,0,5
-74.033043927631567,4.830023885036674,108,5501,0,0,ANDES,CONCESION ANI,CUNDINAMARCA,4.83002389,-74.03304393,8100,20300,30800,39800,44000,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Bogotá - Chocontá,13900,8900,2
-74.109282463574559,11.253129362669089,109,9008,0,0,NEGUANJE,CONCESION ANI,MAGDALENA,11.25312936,-74.10928246,8900,17700,25800,41600,52600,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Santa Marta - Río Palomino,13800,11100,2
-72.156624385002644,11.367613649603543,110,9010,0,0,PARAGUACHÓN,CONCESION ANI,GUAJIRA,11.36761365,-72.15662439,8900,17700,25800,41600,52600,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Riohacha - Paraguachón,13800,11100,2
-74.291165131701391,4.748678791219208,111,5008A,0,0,CORZO,CONCESION ANI,CUNDINAMARCA,4.74867879,-74.29116513,7500,13000,22000,29700,32100,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Los Alpes - Madrid - Bogotá (Rio Bogotá),11200,9700,2
-74.184966299711107,4.780463896533068,112,5008,0,0,SIBERIA,CONCESION ANI,CUNDINAMARCA,4.7804639,-74.1849663,9300,14900,26200,35100,38600,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Villeta - Bogotá,13300,11200,2
-77.269492975615975,1.282194372031652,113,2502,0,0,DAZA,INVIAS,NARIÑO,1.28219437,-77.26949298,0,27100,28600,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,San Juan de Pasto - Cano,0,20700,5
-75.606127489657538,4.698374550887269,114,2901,0,0,CIRCASIA,CONCESION ANI,QUINDÍO,4.69837455,-75.60612749,12900,16400,40000,49000,54600,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Armenia-Pereira,16400,16400,2
-74.501388162127014,6.496647953468885,68,6206,0,0,PUERTO BERRÍO,CONCESION ANI,ANTIOQUIA,6.49664795,-74.50138816,7900,23100,25900,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/puerto_berrio.jpg,Cisneros - Puerto Berrío (Incluye el Puente sobre el Río Magdalena),8600,18200,2
-75.319953822557679,9.318846937128285,13,2515,0,0,LAS FLORES,CONCESION ANI,SUCRE,9.31884694,-75.31995382,4200,22000,25300,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Sincelejo - Puerta de Hierro,11200,17300,2
-72.571317005953688,7.721382079577856,26,5505,0,0,LOS ACACIOS,CONCESION ANI,N. DE SANTANDER,7.72138208,-72.57131701,5700,23400,26500,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Pamplona - Cúcuta,8100,18200,2
-74.414086134146615,5.065384647497291,27,5008,0,0,CAIQUERO,CONCESION ANI,CUNDINAMARCA,5.06538465,-74.41408613,8700,33700,38700,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Villeta - Bogotá,11300,27900,2
-75.775603278358687,5.332438493797496,62,2508,0,0,SAN CLEMENTE,INVIAS,CALDAS,5.33243849,-75.77560328,7700,22700,25600,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/san_clemente.jpg,Cauyá - La Felisa,8400,17900,5
-73.530270371975107,5.584958209919938,63,6008,0,0,SÁCHICA,INVIAS,BOYACA,5.58495821,-73.53027037,7700,22700,25600,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/sachica.jpg,Sáchica - Tunja,8400,17900,5
-76.8511646849622,2.18894945991964,64,2503,0,0,EL BORDO,INVIAS,CAUCA,2.18894946,-76.85116469,7900,23100,25900,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/el_bordo.jpg,Mojarras - Popayán,8600,18200,5
-73.744614454309371,5.727906251677791,65,45A05,0,0,SABOYÁ,CONCESION ANI,BOYACA,5.72790625,-73.74461445,7600,26500,31000,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/saboya.jpg,Ubaté - Puente Nacional,8300,21300,2
-73.721288109735781,4.20006278123804,115,4006,0,0,PIPIRAL,CONCESION ANI,META,4.20006278,-73.72128811,15500,36700,40000,61200,79200,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Bogotá (El Portal) - Villavicencio,30700,20900,2
-74.880428565557892,4.24546188280909,116,4004B,0,0,CHICORAL,CONCESION ANI,TOLIMA,4.24546188,-74.88042857,10100,13200,26400,35400,38900,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Variante Chicoral,11000,10100,2
-76.328491168533247,3.995537131342651,66,2302,0,0,RIOFRÍO,INVIAS,VALLE DEL CAUCA,3.99553713,-76.32849117,7700,22700,25600,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/riofrio.jpg,Mediacanoa - Ansermanuevo,8400,17900,5
-72.926973046220013,5.6570141203905,67,6211,0,0,EL CRUCERO,INVIAS,BOYACA,5.65701412,-72.92697305,7700,22700,25600,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/el_crucero.jpg,Sogamoso - El Crucero,8400,17900,5
-75.531257388827882,6.150673017824059,117,5601,0,0,LAS PALMAS,CONCESION ANI,ANTIOQUIA,6.15067302,-75.53125739,8200,9800,21700,29200,32700,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Glorieta Las Palmas - La Unión,9800,9800,2
-76.049532448198562,4.665424976829255,118,2302,0,0,TORO,INVIAS,VALLE DEL CAUCA,4.66542498,-76.04953245,7700,22700,25600,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/toro.jpg,Mediacanoa - Ansermanuevo,8400,17900,5
-74.991632439307068,4.507598855616592,125,4305,0,0,ALVARADO,CONCESION ANI,TOLIMA,4.50759886,-74.99163244,10000,11500,24700,33700,36500,http://hermes.invias.gov.co/carreteras/images/peajes/alvarado.jpg,Ibagué - Mariquita,10700,11100,2
-72.834788839960424,4.112654616575508,126,4008,0,0,CASETABLA,CONCESION ANI,META,4.11265462,-72.83478884,7700,22700,25600,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/casetabla.jpg,Puerto López - Puerto Gaitán,8400,17900,2
-75.502699969301915,4.435496066604332,127,4003,0,0,CAJAMARCA,INVIAS,TOLIMA,4.43549607,-75.50269997,7900,23100,25900,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/cajamarca.jpg,La Línea  - Cajamarca,8600,18200,5
-72.968963707214698,7.107993635210515,128,6603,0,0,PICACHO,CONCESION ANI,SANTANDER,7.10799363,-72.96896371,7900,23100,25900,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/el_picacho.jpg,Bucaramanga - Cuestaboba,8600,18200,2
-75.654048960210332,6.297065009694522,129, ,0,0,SAN CRISTOBAL,CONCESION ANI,ANTIOQUIA,6.29706501,-75.65404896,15100,48300,57800,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Puente Aurrá - Medellín,17000,37200,2
-75.423558372109724,6.395768847440658,131, ,0,0,CABILDO,DEPARTAMENTO,ANTIOQUIA,6.39576885,-75.42355837,9200,14900,25100,33000,36900,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Girardota - Hatillo,9700,,3
-75.478707682048622,6.170848690593042,133, ,0,0,VARIANTE LAS PALMAS,DEPARTAMENTO,ANTIOQUIA,6.17084869,-75.47870768,0,0,0,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Las Palmas - Aeropuerto,0,0,3
-75.461504621862559,6.179764235111277,134, ,0,0,SANTA ELENA,DEPARTAMENTO,ANTIOQUIA,6.17976424,-75.46150462,9500,23500,26000,31300,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Vía Antigua a Rionegro,11400,,3
-74.759005130149788,10.799581636988005,135,2516,0,0,SABANAGRANDE,CONCESION ANI,ATLANTICO,10.79958164,-74.75900513,7900,24600,28400,5600,7800,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Palmar de Varela - Barranquilla,8600,18800,2
-75.505922182208593,10.383016105375638,136, ,0,0,CEBALLOS,DISTRITO,BOLÍVAR,10.38301611,-75.50592218,2500,9600,14800,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Corredor de Carga,4100,,4
-75.526546587545326,10.406785050215397,137, ,0,0,MANGA,DISTRITO,BOLÍVAR,10.40678505,-75.52654659,2300,9600,14800,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Calle 29,4100,,4
-75.490624622114979,10.342284764048587,138, ,0,0,LA HEROICA,DISTRITO,BOLÍVAR,10.34228476,-75.49062462,2500,9600,14800,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Variante Mamonal - Gambote,4100,,4
-75.443536833959953,10.356917406401662,140,9005,0,0,TURBACO,CONCESION ANI,BOLIVAR,10.35691741,-75.44353683,0,0,0,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Cruz del Viso - Cartagena,0,0,2
-75.55537446824377,5.094251146434574,141, ,0,0,QUIEBRA DE VELEZ,DEPARTAMENTO,CALDAS,5.09425115,-75.55537447,3100,33000,37600,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Tres Puertas - Quiebra de Vélez - Manizales,9600,,3
-75.599370888503145,6.331727692456953,142, ,0,0,PAJARITO,DEPARTAMENTO,ANTIOQUIA,6.33172769,-75.59937089,6000,18800,21600,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Medellín - San Pedro,6800,,3
-75.505280332344825,5.125518510035911,143, ,0,0,LA ESTRELLA,DEPARTAMENTO,CALDAS,5.12551851,-75.50528033,6100,22500,25300,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Manizales - Neira,7100,,3
-74.766759403851978,10.957823864330553,144, ,0,0,CORREDOR PORTUARIO,DISTRITO,ATLANTICO,10.95782386,-74.7667594,6400,20000,22200,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Calle 6,7100,,4
-74.765902544919896,10.955195065000819,145, ,0,0,CORREDOR PORTUARIO,DISTRITO,ATLANTICO,10.95519507,-74.76590255,6400,20000,22200,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Calle 6,7100,,4
-76.460425332940048,3.151079486306225,146,2504,0,0,VILLARICA,CONCESION ANI,CAUCA,3.15107949,-76.46042533,8000,33800,38900,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Popayán - Jamundí,9600,25900,2
-73.687097092755025,8.327163981892795,147, ,0,0,GAMARRA,CONCESION ANI,CESAR,8.32716398,-73.68709709,7400,22200,25500,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Gamarra - Aguachica,8300,17500,2
-73.473349140528171,9.431452777028696,148,4901,0,0,RINCÓN HONDO,CONCESION ANI,CESAR,9.43145278,-73.47334914,8700,10700,11500,33200,38000,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,San Roque - La Paz,9200,10100,2
-73.238637774946014,10.12172582525918,149,4901,0,0,SAN DIEGO,CONCESION ANI,CESAR,10.12172583,-73.23863778,4300,5500,11400,33200,37800,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,San Roque - La Paz,4600,5100,2
-74.483185400098932,4.883413075869433,150, ,0,0,GUAYABAL,DEPARTAMENTO,CUNDINAMARCA,4.88341308,-74.4831854,12400,19600,35300,45700,55000,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Guayabal de Síquima - Cambao,16800,14100,3
-74.171518999608182,4.744448271149554,151, ,0,0,LA TEBAIDA,DEPARTAMENTO,CUNDINAMARCA,4.74444827,-74.171519,10600,14700,32600,40000,42300,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Funza - Cota,12700,,3
-74.268470240788787,4.544131496119467,152, ,0,0,NUEVO SALTO,DEPARTAMENTO,CUNDINAMARCA,4.5441315,-74.26847024,8700,12400,24000,37000,40200,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,El Colegio - El Charquito,10500,,3
-74.289975428990246,4.627331188021986,153, ,0,0,RAMAL,DEPARTAMENTO,CUNDINAMARCA,4.62733119,-74.28997543,10600,14700,42300,58100,66300,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Variante Soacha - La Mesa,12700,,3
-74.294084447965645,4.638348461584854,154, ,0,0,MONDONEDO,DEPARTAMENTO,CUNDINAMARCA,4.63834846,-74.29408445,10600,14700,42300,58100,66300,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,La Mesa - Mosquera,12700,,3
-74.301889391141444,4.444164658545811,155, ,0,0,SAN MIGUEL,DEPARTAMENTO,CUNDINAMARCA,4.44416466,-74.30188939,0,0,0,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Fusagasugá - Sibaté,0,,3
-74.486474170083326,4.593993102102313,156, ,0,0,SAN PEDRO,DEPARTAMENTO,CUNDINAMARCA,4.5939931,-74.48647417,7800,23000,25800,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,La Mesa - Anapoima,8500,18100,3
-72.321935939779451,11.606432287171573,157, ,0,0,URIBIA,MUNICIPIO,GUAJIRA,11.60643229,-72.32193594,0,0,0,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Cuatrovias - Uribia,0,,6
-75.529812164825728,8.301189584418079,158,2513,0,0,LOS MANGUITOS,CONCESION ANI,CORDOBA,8.30118958,-75.52981216,11700,17300,31300,50000,57600,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Caucasia - Planeta Rica,17300,17300,2
-73.034352158492453,6.91715957442646,159, ,0,0,LOS SANTOS,DEPARTAMENTO,SANTANDER,6.91715957,-73.03435216,0,0,0,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Piedecuesta - Los Santos,0,,3
-74.050084450243389,4.454170743251206,161,40CN01,0,0,PUESTO DE CONTROL BOQUERÓN II,CONCESION ANI,CUNDINAMARCA,4.45417074,-74.05008445,11100,43800,49200,54700,65600,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,El Portal - El Antojo,32900,16500,2
-73.477619938899707,5.795024657298177,57,6209,0,0,ARCABUCO,INVIAS,BOYACA,5.79502466,-73.47761994,7700,22700,25600,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/arcabuco.jpg,Barbosa - Tunja,8400,17900,5
-75.618775561347107,4.949747776607476,91,29RSC,0,0,TARAPACÁ II,CONCESION ANI,RISARALDA,4.94974778,-75.61877556,14100,52500,33600,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Intersección Jazmín - Estación de  Servicio Chinchiná,35500,47000,2
-74.426167865660247,4.901355703456309,162, ,0,0,JALISCO,DEPARTAMENTO,CUNDINAMARCA,4.9013557,-74.42616787,12400,19600,35300,45700,55000,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Sasaima - Albán,16800,14100,3
-75.594816050923626,9.4901117144094,163,9004,0,0,CAIMANERA,CONCESION ANI,CORDOBA,9.49011171,-75.59481605,11400,16900,18200,26300,26400,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Coveñas  - San Onofre,16900,16900,2
-75.836781924177757,8.827823061807646,164, ,0,0,LOS GARZONES,CONCESION ANI,CORDOBA,8.82782306,-75.83678192,4200,22000,25300,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Montería - Cereté,11200,17300,2
-73.835016042820826,4.280049628952199,165,4006,0,0,NARANJAL,CONCESION ANI,CUNDINAMARCA,4.28004963,-73.83501604,9500,36700,42700,49200,54700,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Bogotá (El Portal) - Villavicencio,24700,18700,2
-75.526071630288314,6.34531291341276,166,2510,0,0,NIQUÍA,DEPARTAMENTO,ANTIOQUIA,6.34531291,-75.52607163,2300,3100,3100,3100,3100,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Medellìn - Hoyo Rico,2300,,3
-75.515546440210187,6.328019944525843,167,6004,0,0,GUARNE,CONCESION ANI,ANTIOQUIA,6.32801994,-75.51554644,11000,19200,38500,52300,55000,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Medellín - Santuario,17100,15400,2
-74.956110765862277,10.967774252053712,168,90A01,0,0,PUERTO COLOMBIA,CONCESION ANI,ATLANTICO,10.96777425,-74.95611077,10800,20500,64100,85700,95100,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Cartagena - Lomita Arena,16200,11700,2
-74.889593544599109,11.012751676835498,169,90A01,0,0,PAPIROS,CONCESION ANI,ATLANTICO,11.01275168,-74.88959354,4700,19000,59400,79400,88100,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Cartagena - Lomita Arena,5500,10900,2
-75.443310652544454,10.357026319815944,170,9005,0,0,TURBACO,CONCESION ANI,BOLIVAR,10.35702632,-75.44331065,0,0,0,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Cruz del Viso - Cartagena,0,0,2
-75.45040902044363,10.574429590492086,171,90A01,0,0,MARAHUACO,CONCESION ANI,BOLÍVAR,10.57442959,-75.45040902,10800,20500,64100,85700,95100,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Cartagena - Lomita Arena,16200,11700,2
-75.490626505882119,10.342420034184787,172, ,0,0,LA HEROICA,DISTRITO,BOLÍVAR,10.34242003,-75.49062651,2500,9600,14800,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Variante Mamonal - Gambote,4100,,4
-73.27850740575704,5.65699462355197,173,5502,0,0,TUTA,CONCESION ANI,BOYACÁ,5.65699462,-73.27850741,7500,26500,31200,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Tunja - Duitama,8300,21400,2
-73.583602329008826,5.290468842243927,174,5501,0,0,ALBARRACÍN,CONCESION ANI,BOYACÁ,5.29046884,-73.58360233,7500,26500,31200,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Chocontá - Tunja,8300,21400,2
-75.587391221775448,5.027053239348222,175,29CL03-1,0,0,PAVAS,CONCESION ANI,CALDAS,5.02705324,-75.58739122,9700,11700,28600,35000,41500,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Club Campestre - La Trinidad,11700,11700,2
-74.271581324009986,4.537400959369789,176,4005,0,0,CHUSACÁ,CONCESION ANI,CUNDINAMARCA,4.53740096,-74.27158132,9600,37600,43100,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Girardot - Silvania - Bogotá (Bosa),10800,23100,2
-73.839987883745138,5.03143092200111,177,5501,0,0,EL ROBLE,CONCESION ANI,CUNDINAMARCA,5.03143092,-73.83998788,7500,26500,31200,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Bogotá - Chocontá,8300,21400,2
-74.179506766113974,4.69827389894077,178,5008A,0,0,RÍO BOGOTÁ,CONCESION ANI,CUNDINAMARCA,4.6982739,-74.17950677,7500,13000,22000,29700,32100,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Los Alpes - Madrid - Bogotá (Rio Bogotá),11200,9700,2
-74.073379752634025,4.452540053199137,179,4006,0,0,EL BOQUERÓN I,CONCESION ANI,CUNDINAMARCA,4.45254005,-74.07337975,11100,43800,49200,54700,65600,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Bogotá (El Portal) - Villavicencio,32900,16500,2
-74.1850477724158,4.780359836913949,180,5008,0,0,SIBERIA,CONCESION ANI,CUNDINAMARCA,4.78035984,-74.18504777,9300,14900,26200,35100,38600,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Villeta - Bogotá,13300,11200,2
-74.171632036417009,4.744667312387889,181, ,0,0,LA TEBAIDA,DEPARTAMENTO,CUNDINAMARCA,4.74466731,-74.17163204,10600,14700,32600,40000,42300,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Funza - Cota,12700,,3
-74.293898149053803,4.638323625720346,182, ,0,0,MONDONEDO,DEPARTAMENTO,CUNDINAMARCA,4.63832363,-74.29389815,10600,14700,42300,58100,66300,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,La Mesa - Mosquera,12700,,3
-74.731464341217375,4.403316390163364,183, ,0,0,PUBENZA,DEPARTAMENTO,CUNDINAMARCA,4.40331639,-74.73146434,8000,13600,19800,26400,30400,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Girardot - Tocaima,9100,,3
-72.484270000699297,7.86738138159082,184,7010,0,0,LA PARADA,CONCESION ANI,N. DE SANTANDER,7.86738138,-72.48427,2000,2000,2000,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Cúcuta - Puente Internacional Simón Bolívar,2000,2000,2
-75.859970869632008,4.793490693467752,185,2506,0,0,CERRITOS,CONCESION ANI,RISARALDA,4.79349069,-75.85997087,11200,41500,47500,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,La Victoria - Cartago - Cerritos,12900,31700,2
-73.185227956435057,7.103208331800773,186,6602,0,0,LEBRIJA,INVIAS,SANTANDER,7.10320833,-73.18522796,6900,25000,28600,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Lebrija - Palenque,7900,18800,5
-74.880508507533335,4.245598043092281,187,4004B,0,0,CHICORAL,CONCESION ANI,TOLIMA,4.24559804,-74.88050851,10100,13200,26400,35400,38900,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Variante Chicoral,11000,10100,2
-76.25331342346486,3.971947067451966,188,25505,0,0,BETANIA,DEPARTAMENTO,VALLE DEL CAUCA,3.97194707,-76.25331342,8200,34000,37700,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Buga - Andalucía,10600,25000,3
-76.319557694323905,3.713047512920024,189,2505,0,0,CERRITO,CONCESION ANI,VALLE DEL CAUCA,3.71304751,-76.31955769,8000,33800,38900,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Cali - Palmira - Buga,9600,25900,2
-76.443100541151509,3.50098706396067,190,2505,0,0,ESTAMBUL,CONCESION ANI,VALLE DEL CAUCA,3.50098706,-76.44310054,8100,33900,39000,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Cali - Palmira - Buga,9700,26100,2
-76.457736814533533,3.627583357470098,191,23VL02,0,0,PASO DE LA TORRE,CONCESION ANI,VALLE DEL CAUCA,3.62758336,-76.45773681,8000,33800,38900,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Paso de La Torre - Siberia (Variante Yumbo),9600,25900,2
-73.498572336214679,8.231238329736646,192,7007,0,0,PLATANAL,CONCESION ANI,OCAÑA,8.23123833,-73.49857234,7400,22200,25500,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Aguaclara - Río de Oro,8300,17500,2
-74.613397949551896,5.497028091387036,193,5008B,0,0,EL KORÁN,CONCESION ANI,CUNDINAMARCA,5.49702809,-74.61339795,11900,49500,61500,72900,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,El Korán - Guaduas,16700,23600,2
-73.952462154969155,6.645326476349586,24,4511,0,0,AGUAS NEGRAS,CONCESION ANI,SANTANDER,6.64532648,-73.95246216,9800,34800,40800,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Río Ermitaño - La Lizama,12400,29000,2
-74.168453796941805,10.608947214257046,28,4518,0,0,TUCURINCA,CONCESION ANI,MAGDALENA,10.60894721,-74.1684538,8000,26900,31100,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Paso Nacional por Aracataca - Ye de Ciénaga,8700,20400,2
-75.264289756401396,10.136133125543841,29,9005,0,0,GAMBOTE,CONCESION ANI,BOLÍVAR,10.13613313,-75.26428976,7500,24600,28200,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Cruz del Viso - Cartagena,8300,18500,2
-77.40865520398772,1.087284101961835,33,2501,0,0,EL PLACER,CONCESION ANI,NARIÑO,1.0872841,-77.4086552,9200,26800,30900,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Puente Internacional Rumichaca - San Juan de Pasto,9700,20600,2
-75.859911900623473,4.793357425424899,34,2506,0,0,CERRITOS,CONCESION ANI,RISARALDA,4.79335743,-75.8599119,11200,41500,47500,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,La Victoria - Cartago - Cerritos,12900,31700,2
-74.456991837055995,6.294713993014641,35,4511,0,0,ZAMBITO,CONCESION ANI,SANTANDER,6.29471399,-74.45699184,9800,34800,40800,0,0,http://hermes.invias.gov.co/carreteras/images/peajes/peaje.jpg,Río Ermitaño - La Lizama,12400,29000,2
